ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Total_Children,Total_Spending,Customer_Tenure
11088,1971,PhD,Couple,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,55,1,1816,4739
716,1949,PhD,Couple,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,77,1,976,4343
466,1944,Graduation,Couple,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,82,0,746,4757
9135,1950,Graduation,Couple,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,76,2,64,4997
10623,1961,Master,Couple,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,65,1,32,4531
8151,1990,Basic,Couple,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,36,0,263,4852
5140,1985,PhD,Couple,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,41,1,1445,4979
10160,1956,Master,Couple,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,70,1,46,4678
4945,1953,Graduation,Single,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,73,0,1210,4904
10584,1976,Graduation,Couple,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,50,1,945,4514
6071,1989,Graduation,Single,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,37,0,1157,4650
3386,1992,Graduation,Couple,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,34,0,137,4678
8939,1959,Graduation,Single,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,67,1,730,4865
9925,1981,PhD,Couple,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,45,1,216,4705
4320,1979,Graduation,Single,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,47,1,943,4763
5389,1964,Graduation,Couple,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,62,2,347,4557
6036,1959,Master,Couple,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,67,0,1924,4409
182,1946,PhD,Couple,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,80,1,397,4719
203,1975,Master,Single,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,51,0,2089,4746
11025,1961,Graduation,Couple,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,65,2,138,4816
10203,1990,Graduation,Single,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,1,42,4669
4607,1959,Graduation,Couple,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,67,0,777,4615
3711,1944,Master,Couple,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,82,0,1902,4425
3696,1965,Graduation,Single,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,61,2,52,4458
2532,1987,Master,Single,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,39,0,1651,4425
9214,1991,Graduation,Couple,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,35,0,358,4622
4943,1953,Graduation,Couple,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,73,0,1727,4942
35,1987,Graduation,Couple,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,39,1,210,4964
2258,1986,Graduation,Couple,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,40,1,42,4877
4322,1958,PhD,Couple,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,68,0,1291,4519
713,1977,Master,Couple,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,49,0,442,4326
4702,1964,Graduation,Single,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,62,0,1895,4991
3281,1960,PhD,Couple,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,66,2,411,4543
702,1975,2n Cycle,Single,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,51,1,521,4804
2004,1969,Graduation,Single,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,57,1,1168,4589
4769,1977,Master,Couple,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,49,2,493,4316
4437,1962,Graduation,Couple,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,64,2,260,4736
8724,1982,Graduation,Single,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,44,1,46,4682
10741,1951,Master,Couple,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,75,1,319,4749
1991,1967,Graduation,Couple,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,59,1,96,4467
6931,1967,Graduation,Single,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,59,0,1062,4439
11096,1952,2n Cycle,Couple,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,74,1,232,4630
304,1981,Master,Single,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,45,1,76,4493
3665,1977,2n Cycle,Couple,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,49,1,54,4539
10591,1969,Graduation,Single,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,57,1,201,4997
5036,1984,PhD,Single,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,42,1,406,4883
5547,1982,PhD,Couple,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,44,0,1919,4631
7822,1976,Graduation,Couple,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,50,1,662,4695
8541,1990,2n Cycle,Couple,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,36,1,41,4418
10955,1964,Graduation,Single,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,62,0,1600,4478
4368,1980,Graduation,Couple,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,46,1,134,4513
9671,1968,Graduation,Couple,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,58,2,69,4459
2256,1973,Master,Couple,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,53,2,21,4397
4279,1963,2n Cycle,Single,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,63,2,54,4395
5371,1989,Graduation,Single,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,37,1,91,4387
9240,1971,PhD,Single,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,55,1,526,4447
9460,1963,Graduation,Couple,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,63,0,162,4742
9504,1949,Master,Couple,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,77,0,1008,4540
8692,1952,Graduation,Couple,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,74,2,240,4960
448,1978,PhD,Single,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,48,1,795,4790
8314,1982,Graduation,Couple,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,44,0,1772,4755
8420,1970,2n Cycle,Couple,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,56,0,64,4635
3174,1959,Graduation,Couple,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,67,1,1957,4708
7685,1978,Graduation,Couple,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,48,1,78,4598
3179,1980,Graduation,Single,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,46,0,1572,4683
9780,1971,Master,Couple,71499.0,0,1,25-06-2013,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,3,11,0,55,1,795,4674
10681,1970,2n Cycle,Couple,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,56,1,889,4470
10232,1963,PhD,Single,48799.0,0,1,05-11-2013,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,3,11,0,63,1,331,4541
4184,1950,PhD,Couple,52157.0,0,1,07-06-2014,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,3,11,0,76,1,265,4327
9120,1962,Graduation,Single,66565.0,0,1,05-12-2012,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,3,11,0,64,1,1065,4876
891,1951,Master,Couple,29298.0,1,1,07-09-2013,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,3,11,0,75,2,11,4600
10381,1979,Graduation,Single,47691.0,0,1,05-07-2013,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,3,11,0,47,1,21,4664
3525,1970,Graduation,Couple,38200.0,1,1,07-12-2012,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,56,2,17,4874
6818,1974,Graduation,Couple,44989.0,0,1,12-09-2012,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,3,11,0,52,1,369,4960
3526,1968,PhD,Couple,38443.0,1,1,27-01-2014,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,3,11,0,58,2,38,4458
8181,1978,2n Cycle,Single,38593.0,1,0,13-09-2013,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,3,11,0,48,1,177,4594
1029,1970,PhD,Couple,64413.0,0,1,01-08-2013,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,3,11,0,56,1,279,4637
7369,1981,Master,Couple,36959.0,1,0,02-10-2013,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,3,11,0,45,1,62,4575
2574,1977,PhD,Couple,61996.0,0,1,31-01-2013,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,3,11,1,49,1,1230,4819
8159,1968,Graduation,Couple,51287.0,1,1,01-04-2014,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,3,11,0,58,2,182,4394
1160,1970,Graduation,Couple,13260.0,1,1,23-08-2013,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,3,11,0,56,2,49,4615
10242,1966,PhD,Couple,47472.0,1,1,16-09-2013,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,3,11,0,60,2,75,4591
5253,1956,Master,Couple,54603.0,1,1,09-07-2013,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,3,11,0,70,2,227,4660
5966,1974,PhD,Couple,45207.0,1,1,10-11-2012,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,3,11,0,52,2,215,4901
5314,1951,Graduation,Couple,40689.0,0,1,18-03-2013,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,3,11,0,75,1,444,4773
5081,1967,2n Cycle,Couple,47821.0,1,1,20-10-2013,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,3,11,0,59,2,47,4557
5123,1951,Master,Couple,27450.0,0,0,15-04-2013,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,3,11,0,75,0,143,4745
5756,1983,Graduation,Couple,39453.0,1,0,03-04-2014,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,3,11,0,43,1,55,4392
8036,1971,2n Cycle,Couple,26850.0,1,1,18-04-2014,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,55,2,63,4377
9058,1955,Graduation,Single,79800.0,0,0,23-09-2012,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,3,11,1,71,0,1867,4949
5057,1961,Master,Couple,61794.0,0,1,14-09-2013,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,3,11,0,65,1,611,4593
254,1955,Graduation,Couple,53863.0,0,1,17-05-2014,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,3,11,0,71,1,473,4348
4179,1959,Graduation,Couple,24221.0,0,0,20-08-2013,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,3,11,0,67,0,55,4618
3710,1984,PhD,Single,39684.0,1,0,12-10-2012,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,3,11,1,42,1,81,4930
7627,1975,Master,Couple,92163.0,0,0,12-12-2012,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,3,11,1,51,0,2086,4869
4501,1965,Master,Single,69882.0,0,0,10-11-2013,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,3,11,0,61,0,1478,4536
6424,1977,Graduation,Couple,33178.0,1,0,30-01-2014,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,49,1,49,4455
3075,1972,PhD,Couple,59973.0,0,0,11-09-2013,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,3,11,0,54,0,382,4596
4992,1975,Master,Couple,17459.0,1,0,19-09-2013,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,3,11,1,51,1,69,4588
5252,1969,Graduation,Single,23910.0,1,0,26-10-2012,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,3,11,0,57,1,67,4916
7444,1969,Master,Couple,42169.0,1,1,19-10-2013,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,3,11,0,57,2,30,4558
6919,1978,2n Cycle,Couple,26224.0,1,0,04-06-2013,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,3,11,0,48,1,63,4695
3537,1981,Graduation,Couple,31089.0,1,0,17-08-2012,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,3,11,0,45,1,79,4986
10277,1961,Graduation,Single,30081.0,0,1,21-02-2013,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,65,1,42,4798
2453,1960,Graduation,Couple,62807.0,0,1,31-08-2012,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,3,11,0,66,1,819,4972
7972,1955,Graduation,Single,72906.0,0,0,17-09-2013,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,71,0,1151,4590
895,1948,PhD,Couple,61467.0,0,2,09-12-2012,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,3,11,0,78,2,594,4872
1177,1966,Master,Couple,49618.0,1,1,26-01-2013,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,3,11,0,60,2,129,4824
7141,1986,Master,Single,21888.0,1,0,29-12-2012,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,3,11,1,40,1,213,4852
7232,1973,Graduation,Single,42429.0,0,1,11-02-2014,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,3,11,0,53,1,67,4443
8477,1956,Graduation,Single,26150.0,2,1,11-03-2013,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,70,3,28,4780
2457,1975,Basic,Couple,30801.0,0,1,26-10-2012,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,3,11,0,51,1,45,4916
988,1965,Graduation,Couple,81168.0,0,0,07-05-2014,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,3,11,0,61,0,1193,4358
7930,1969,Master,Single,26877.0,0,0,19-08-2013,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,3,11,0,57,0,268,4619
4587,1944,Master,Single,45006.0,0,0,18-07-2013,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,3,11,0,82,0,266,4651
6682,1973,Basic,Couple,18978.0,1,0,11-12-2012,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,3,11,0,53,1,37,4870
6222,1967,Graduation,Couple,22574.0,2,1,28-10-2013,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,59,3,37,4549
10299,1969,PhD,Single,48240.0,0,0,09-11-2012,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,3,11,1,57,0,882,4902
3083,1974,Graduation,Couple,45837.0,1,1,26-07-2013,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,3,11,0,52,2,373,4643
8953,1965,Master,Single,35791.0,2,1,06-05-2013,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,3,11,0,61,3,35,4724
1503,1976,PhD,Couple,162397.0,1,1,03-06-2013,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,3,11,0,50,2,107,4696
8650,1978,Graduation,Single,54162.0,1,1,18-03-2013,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,3,11,0,48,2,42,4773
10862,1960,Master,Couple,30522.0,0,1,17-08-2012,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,3,11,0,66,1,326,4986
2782,1961,PhD,Couple,54456.0,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,65,1,404,4658
6941,1971,Graduation,Single,31632.0,0,0,14-07-2013,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,3,11,0,55,0,95,4655
10972,1949,Graduation,Single,72298.0,0,0,10-03-2014,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,77,0,939,4416
10708,1978,2n Cycle,Single,36975.0,1,0,28-12-2013,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,48,1,33,4488
6583,1955,2n Cycle,Couple,72635.0,0,0,03-06-2013,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,3,11,0,71,0,981,4696
3641,1976,Graduation,Couple,13624.0,1,0,20-01-2013,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,50,1,36,4830
10156,1975,Graduation,Single,84196.0,0,1,03-06-2013,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,3,11,0,51,1,1237,4696
4299,1960,Graduation,Couple,70971.0,0,1,21-09-2012,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,3,11,1,66,1,1825,4951
3469,1977,PhD,Single,34487.0,1,1,06-09-2012,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,3,11,0,49,2,103,4966
5063,1977,Graduation,Single,28769.0,1,0,18-12-2012,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,3,11,0,49,1,191,4863
10727,1970,PhD,Couple,69084.0,1,0,19-11-2013,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,3,11,0,56,1,1586,4527
9624,1958,PhD,Couple,65488.0,0,0,13-06-2014,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,3,11,0,68,0,963,4321
5156,1970,2n Cycle,Couple,62466.0,0,1,15-01-2014,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,3,11,0,56,1,889,4470
4376,1960,2n Cycle,Single,32218.0,0,0,15-02-2014,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,3,11,1,66,0,93,4439
8923,1973,Graduation,Single,83917.0,0,0,18-04-2013,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,3,11,1,53,0,1587,4742
8461,1962,Graduation,Single,46102.0,2,1,10-03-2014,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,64,3,16,4416
6945,1952,Graduation,Single,84574.0,0,0,04-06-2013,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,3,11,0,74,0,1375,4695
944,1962,Graduation,Couple,56181.0,0,1,08-01-2013,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,64,1,393,4842
1907,1950,Master,Single,63120.0,0,1,28-09-2012,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,3,11,1,76,1,1477,4944
701,1971,Graduation,Couple,73691.0,0,1,06-11-2013,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,3,11,0,55,1,1179,4540
3856,1960,Graduation,Couple,63381.0,0,1,05-10-2012,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,66,1,1005,4937
4149,1948,PhD,Couple,76140.0,0,0,13-05-2014,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,3,11,0,78,0,1348,4352
2131,1959,PhD,Single,62859.0,0,1,30-12-2012,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,3,11,0,67,1,1307,4851
2942,1964,Graduation,Single,45906.0,0,1,07-05-2013,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,3,11,0,62,1,486,4723
1173,1947,Master,Couple,77632.0,0,0,10-03-2013,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,79,0,2252,4781
4381,1971,PhD,Couple,46463.0,1,1,18-08-2013,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,3,11,0,55,2,235,4620
4611,1970,Graduation,Couple,105471.0,0,0,21-01-2013,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,3,11,1,56,0,1724,4829
3376,1970,Master,Single,55282.0,1,0,13-12-2013,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,56,1,235,4503
4679,1977,Master,Couple,78710.0,0,1,23-05-2014,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,49,1,1092,4342
10928,1958,Graduation,Couple,66886.0,0,1,16-09-2013,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,3,11,0,68,1,599,4591
4248,1960,Master,Single,98777.0,0,0,17-02-2014,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,3,11,0,66,0,2008,4437
6728,1985,Graduation,Couple,29103.0,1,0,27-08-2012,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,3,11,0,41,1,48,4976
6661,1974,Graduation,Couple,67445.0,0,1,12-08-2012,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,3,11,0,52,1,1174,4991
4725,1950,PhD,Couple,50616.0,0,1,13-04-2014,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,3,11,0,76,1,67,4382
3277,1955,Graduation,Single,49431.0,0,1,03-08-2012,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,3,11,0,71,1,365,5000
5555,1975,Graduation,Single,153924.0,0,0,07-02-2014,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,11,0,51,0,6,4447
2564,1953,Graduation,Couple,61278.0,0,1,04-01-2014,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,3,11,0,73,1,165,4481
946,1958,2n Cycle,Couple,26490.0,0,0,22-09-2012,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,68,0,210,4950
3867,1947,PhD,Couple,73059.0,0,1,31-08-2013,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,3,11,0,79,1,1095,4607
6940,1966,PhD,Single,46734.0,1,2,21-10-2013,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,3,11,0,60,3,223,4556
55,1963,Graduation,Couple,56253.0,0,1,07-12-2012,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,3,11,0,63,1,597,4874
7093,1985,Graduation,Couple,19986.0,1,0,14-11-2013,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,41,1,22,4532
5084,1975,Graduation,Single,58330.0,0,1,25-12-2013,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,3,11,0,51,1,1064,4491
1777,1980,Basic,Couple,25965.0,0,0,07-09-2012,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,3,11,0,46,0,74,4965
8162,1956,Master,Couple,14661.0,0,0,01-01-2013,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,70,0,26,4849
